db_id,conv_name,description,targets
DB00890,Dienestrol,"Dienestrol is a synthetic, non-steroidal estrogen. It is an estrogen receptor agonist. Estrogens work partly by increasing a normal clear discharge from the vagina and making the vulva and urethra healthy. Using or applying an estrogen relieves or lessens: dryness and soreness in the vagina, itching, redness, or soreness of the vulva. Conditions that are treated with vaginal estrogens include a genital skin condition (vulvar atrophy), inflammation of the vagina (atrophic vaginitis), and inflammation of the urethra (atrophic urethritis).","[['P03372'], ['P04278']]"
DB00891,Sulfapyridine,"Antibacterial, potentially toxic, and previously used to treat certain skin diseases. No longer prescribed.",[['P11712']]
DB00892,Oxybuprocaine,"Oxybuprocaine (also known as Benoxinate) is a local anesthetic, which is used especially in ophthalmology and otolaryngology. Oxybuprocaine binds to sodium channels and reversibly stabilizes the neuronal membrane which decreases its permeability to sodium ions.","[['P06276'], ['Q9Y5Y9']]"
DB00893,Iron Dextran,"Iron dextran is a dark brown, slightly viscous liquid complex of ferric hydroxide and dextran for intravenous or intramuscular use. Iron Dextran is used for the treatment of patients with documented iron deficiency in which oral administration is unsatisfactory or impossible.","[['P02787'], ['P02792'], ['P02794'], ['P68871'], []]"
DB00894,Testolactone,An antineoplastic agent that is a derivative of progesterone and used to treat advanced breast cancer.,[['P11511']]
DB00895,Benzylpenicilloyl polylysine,Benzylpenicilloyl polylysine is used as a skin-testing reagent to detect immunoglobulin E antibodies in people with a history of penicillin allergy. The quantitation of in vitro IgE antibodies to the benzylpenicilloyl determinant is a useful tool for evaluating allergic subjects.,"[['P12319'], ['P30273']]"
DB00896,Rimexolone,Rimexolone is a 1% eye drop solution is a glucocorticoid steroid. It is used to treat inflammation in the eye. It is marketed as Vexol.,"[['P04150'], ['P08185'], ['P08684'], ['P20815']]"
DB00897,Triazolam,"Withdrawn in the United Kingdom due to risk of psychiatric adverse drug reactions. This drug continues to be available in the U.S. Internationally, triazolam is a Schedule IV drug under the Convention on Psychotropic Substances.","[['O00591'], ['O14764'], ['P08684'], ['P10632'], ['P14867'], ['P18505'], ['P18507'], ['P20815'], ['P24462'], ['P28472'], ['P31644'], ['P34903'], ['P47869'], ['P47870'], ['P48169'], ['P78334'], ['Q16445'], ['Q8N1C3'], ['Q99928'], ['Q9UN88']]"
DB00898,Ethanol,"A clear, colorless liquid rapidly absorbed from the gastrointestinal tract and distributed throughout the body. It has bactericidal activity and is used often as a topical disinfectant. It is widely used as a solvent and preservative in pharmaceutical preparations as well as serving as the primary ingredient in alcoholic beverages.","[['A5X5Y0'], ['O00591'], ['O14764'], ['O95264'], ['P00325'], ['P00326'], ['P04798'], ['P05177'], ['P05181'], ['P07327'], ['P08319'], ['P08684'], ['P11712'], ['P11766'], ['P14550'], ['P14867'], ['P17787'], ['P18505'], ['P19320'], ['P20813'], ['P23415'], ['P23416'], ['P28332'], ['P28472'], ['P30532'], ['P30926'], ['P31644'], ['P32004'], ['P32297'], ['P33261'], ['P34903'], ['P36544'], ['P40394'], ['P42261'], ['P42262'], ['P42263'], ['P43681'], ['P46098'], ['P47869'], ['P47870'], ['P48051'], ['P48058'], ['P48169'], ['P48544'], ['P48549'], ['P78334'], ['Q01668'], ['Q02641'], ['Q02928'], ['Q05901'], ['Q06432'], ['Q13698'], ['Q13936'], ['Q14542'], ['Q15822'], ['Q15825'], ['Q16445'], ['Q70Z44'], ['Q8N1C3'], ['Q8TCU5'], ['Q8WXA8'], ['Q99808'], ['Q99928'], ['Q9GZZ6'], ['Q9UGM1'], ['Q9UN88'], ['Q9Y698'], ['Q92806']]"
DB00899,Remifentanil,"Remifentanil (marketed by Abbott as Ultiva) is a potent ultra short-acting synthetic opioid given to patients during surgery for pain relief and adjunctive to an anaesthetic. Remifentanil is a specific mu-type-opioid receptor agonist which means it reduces sympathetic nervous system tone, and causes respiratory depression and analgesia.","[['P35372'], ['P41143'], ['P41145']]"
DB00900,Didanosine,"A dideoxynucleoside compound in which the 3&#39;-hydroxy group on the sugar moiety has been replaced by a hydrogen. This modification prevents the formation of phosphodiester linkages which are needed for the completion of nucleic acid chains. Didanosine is a potent inhibitor of HIV replication, acting as a chain-terminator of viral DNA by binding to reverse transcriptase; ddI is then metabolized to dideoxyadenosine triphosphate, its putative active metabolite.","[['P00491', 'P01298'], ['P02768', 'Q8TES7'], ['Q14542'], ['Q4U2R8'], ['Q99808']]"
DB00901,Bitolterol,Bitolterol mesylate was used to treat bronchospasms in asthma and COPD. It is a beta-2-adrenergic receptor agonist. Bitolterol was withdrawn from the market by Elan Pharmaceuticals in 2001.,[['P07550']]
DB00902,Methdilazine,Methdilazine is a phenothiazine compound with antihistaminic activity. It is used in the treatment of various dermatoses to relieve pruritus.,[['P35367']]
DB00903,Etacrynic acid,"A compound that inhibits symport of sodium, potassium, and chloride primarily in the ascending limb of Henle, but also in the proximal and distal tubules. This pharmacological action results in excretion of these ions, increased urinary output, and reduction in extracellular fluid. This compound has been classified as a loop or high ceiling diuretic.","[['P02768', 'Q8TES7'], ['P05023'], ['P09210'], ['P09211'], ['Q13621'], ['Q4U2R8'], ['Q9UJU2']]"
DB00904,Ondansetron,"A competitive serotonin type 3 receptor antagonist. It is effective in the treatment of nausea and vomiting caused by cytotoxic chemotherapy drugs, including cisplatin, and has reported anxiolytic and neuroleptic properties.Having been developed in the 1980s by GlaxoSmithKline and approved by the US FDA since January 1991, ondansetron has demonstrated a long history of use and efficacy. Commonly formulated as oral tablets, orally disintegrating tablets (ODT), and injections, and available as generic products as well, ondansetron continues to see contemporary innovations in its formulation and use, including the development of orally soluble films that are both discreet in administration and less of a burden in comparison to having patients attempt to swallow pills during emesis.[L5221]The FDA withdrew its approval for the use of all intravenous drug products containing more than 16 mg of ondansetron hydrochloride in a single dose, due to a high risk of QT prolongation.[L44067,L43942]","[['P05177'], ['P05181'], ['P08684'], ['P08908'], ['P10635'], ['P11712'], ['P20815'], ['P24462'], ['P28222'], ['P35372'], ['P46098'], ['Q13639']]"
DB00905,Bimatoprost,"Bimatoprost, also known as Latisse or Lumigan, belongs to a group of drugs called prostamides, which are synthetic structural analogs of prostaglandin. Bimatoprost, marketed by Allergan, is administered in both the ophthalmic solution and implant form. It has the ability to reduce ocular hypotension, proving effective in conditions such as ocular hypertension and glaucoma.[L6877,L6892,L6898,L12069] Bimatoprost is also used to treat eyelash hypotrichosis, or sparse eyelash growth.[L6910] It was initially approved by the FDA in 2001 for ocular hypertension and later approved for hypothrichosis in 2008, as eyelash growth became a desirable adverse effect for patients using this drug.[L4894]","[['P08684'], ['P20815'], ['P43088'], ['P43115'], ['P34995']]"
DB00906,Tiagabine,"Tiagabine is an anti-convulsive medication. It is also used in the treatment for panic disorder as are a few other anticonvulsants. Though the exact mechanism by which tiagabine exerts its effect on the human body is unknown, it does appear to operate as a selective GABA reuptake inhibitor.","[['P08684'], ['P22309'], ['P30531']]"
DB00907,Cocaine,"An alkaloid ester extracted from the leaves of plants including coca. It is a local anesthetic and vasoconstrictor and is clinically used for that purpose, particularly in the eye, ear, nose, and throat. It also has powerful central nervous system effects similar to the amphetamines and is a drug of abuse. Cocaine, like amphetamines, acts by multiple mechanisms on brain catecholaminergic neurons; the mechanism of its reinforcing effects is thought to involve inhibition of dopamine uptake.","[['O15244'], ['O60939'], ['P02763'], ['P06276'], ['P08172'], ['P08684'], ['P10632'], ['P10635'], ['P11229'], ['P19652'], ['P02795', 'P23141'], ['P23975'], ['P31645'], ['P35498'], ['P35499'], ['Q01118'], ['Q01959'], ['Q07699'], ['Q14524'], ['Q15858'], ['Q8IWT1'], ['Q99250'], ['Q99720'], ['Q9NY46'], ['Q9NY72'], ['Q9UI33'], ['Q9UQD0'], ['Q9Y5Y9']]"
DB00908,Quinidine,"Quinidine is a D-isomer of [quinine] present in the bark of the Cinchona tree and similar plant species. This alkaloid was first described in 1848 and has a long history as an antiarrhythmic medication.[A38016,A250050] Quinidine is considered the first antiarrhythmic drug (class Ia) and is moderately efficacious in the acute conversion of atrial fibrillation to normal sinus rhythm.[A38016] It prolongs cellular action potential by blocking sodium and potassium currents. A phenomenon known as “quinidine syncope” was first described in the 1950s, characterized by syncopal attacks and ventricular fibrillation in patients treated with this drug.[A38016] Due to its side effects and increased risk of mortality, the use of quinidine was reduced over the next few decades. However, it continues to be used in the treatment of Brugada syndrome, short QT syndrome and idiopathic ventricular fibrillation.[A250050]","[['O00180'], ['O15244'], ['O15245'], ['O76082'], ['O95342'], ['P02763'], ['P02768', 'Q8TES7'], ['P04798'], ['P05177'], ['P05181'], ['P08183'], ['P08684'], ['P10632'], ['P10635'], ['P11712'], ['P20813'], ['P24462'], ['P25100'], ['P25100', 'P35348'], ['P35368'], ['P46721'], ['Q12809'], ['Q14524'], ['Q8TCC7'], ['Q92887'], ['Q9H015'], ['Q9Y257'], ['Q9Y6L6']]"
DB00909,Zonisamide,"Zonisamide is a sulfonamide anticonvulsant used as an adjunctive therapy in adults with partial-onset seizures.[L42530,L42535]  Zonisamide may act by blocking repetitive firing of voltage-gated sodium channels, leading to a reduction of T-type calcium channel currents or by binding allosterically to GABA receptors. This latter action may inhibit the uptake of the inhibitory neurotransmitter GABA while enhancing the uptake of the excitatory neurotransmitter glutamate.[L42530,L42535] Zonisamide represents an alternative for patients that remain refractory to established antiepileptic drugs. In 1989, it was approved for commercial use in Japan. The US and Europe approved it in 2000 and 2005, respectively.[A1379,A1383]","[['O43497'], ['O43570'], ['O60939'], ['O95180'], ['P00915'], ['P00918'], ['P07451'], ['P08183'], ['P08684'], ['P20815'], ['P21397'], ['P22309'], ['P22748'], ['P23280'], ['P27338'], ['P33261'], ['P35218'], ['P35219'], ['P35498'], ['P35499'], ['P43166'], ['Q06278'], ['Q07699'], ['Q14524'], ['Q15858'], ['Q16790'], ['Q8IWT1'], ['Q8N1Q1'], ['Q99250'], ['Q9NY46'], ['Q9NY72'], ['Q9P0X4'], ['Q9UI33'], ['Q9ULX7'], ['Q8WTZ4', 'Q9Y2D0'], ['O75493', 'Q9NS71'], ['Q9NS85']]"
DB00910,Paricalcitol,Paricalcitol is a synthetic vitamin D analog. Paricalcitol has been used to reduce parathyroid hormone levels. Paricalcitol is indicated for the prevention and treatment of secondary hyperparathyroidism associated with chronic renal failure.,"[['P08684'], ['P11473'], ['P22310'], ['Q07973']]"
DB00911,Tinidazole,"A nitroimidazole antitrichomonal agent effective against _Trichomonas vaginalis_, _Entamoeba histolytica_, and _Giardia lamblia_ infections.","[['O95342'], ['P08684']]"
DB00912,Repaglinide,"Repaglinide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It belongs to the meglitinide class of short-acting insulin secretagogues, which act by binding to β cells of the pancreas to stimulate insulin release. Repaglinide induces an early insulin response to meals decreasing postprandial blood glucose levels. It should only be taken with meals and meal-time doses should be skipped with any skipped meal. Approximately one month of therapy is required before a decrease in fasting blood glucose is seen. Meglitnides may have a neutral effect on weight or cause a slight increase in weight. The average weight gain caused by meglitinides appears to be lower than that caused by sulfonylureas and insulin and appears to occur only in those naïve to oral antidiabetic agents. Due to their mechanism of action, meglitinides may cause hypoglycemia although the risk is thought to be lower than that of sulfonylureas since their action is dependent on the presence of glucose. In addition to reducing postprandial and fasting blood glucose, meglitnides have been shown to decrease glycosylated hemoglobin (HbA1c) levels, which are reflective of the last 8-10 weeks of glucose control. Meglitinides appear to be more effective at lowering postprandial blood glucose than metformin, sulfonylureas and thiazolidinediones. Repaglinide is extensively metabolized in the liver and excreted in bile. Repaglinide metabolites do not possess appreciable hypoglycemic activity. Approximately 90% of a single orally administered dose is eliminated in feces and 8% in urine.","[['O95342'], ['P02768', 'Q8TES7'], ['P08684'], ['P10632'], ['P37231'], ['Q09428'], ['Q9Y6L6']]"
